,category,company,employment_type,job_description,job_requirement,job_skills,job_title,job_uuid,location,salary_max,salary_min,seniority
115,Information Technology,PATSNAP PTE. LTD.,Full Time,"As a Bioinformatics/Cheminformatics or Data Scientist, you will have the key responsibility including but not limited to of researching and applying the latest techniques of biological or chemical data mining, Natural Language Processing,  Machine Learning to our big data sets comprising of 120+ million patent documents and more. Responsibilities include planning and management of ETL statistical & textual analysis pipeline while creating meaningful features in our different products for our clients and stakeholders.Key Responsibilities• Bachelors or Masters or Ph.D Degree or research direction in either of the following fields:BioinformaticsCheminformaticsNatural Language Processing (NLP)Machine Learning (ML)Data Mining•Domain Knowledge or Deep understanding and strong knowledge in either of the following fields:BioinformaticsCheminformaticsNatural Language Processing (NLP)Machine Learning (ML)Data Mining•Strong understanding of text pre-processing and normalization techniques•Proficiency in Python programming languages•Expertise in producing, processing, evaluating and utilizing training data•Knowledge of Software Engineering best practices and standards•Experienced working with engineers and product managers•Ability to present research progress to senior management",Your DNA•Growing & Open Mindset•Ownership and good work ethics•Discipline and an attention to details,"Algorithms, Software Engineering, Computer Science, Distributed Systems, C++, High Performance Computing, Java, Linux, Software Development, Python, C, Machine Learning, Programming, Parallel Computing, Scientific Computing, Parallel Programming, MPI, Agile Methodologies, Artificial Intelligence, Cloud Computing",Data Scientist,19b1d11abc8a6994050e72e067896122,Central,8000.0,5000.0,Professional
116,Information Technology,DATHENA SCIENCE PTE. LTD.,Permanent ,"Job titleData ScientistReports toChief Science Officer (PhD) and Solution ArchitectAbout Dathena ScienceDathena is a Swiss and Singaporean company developing data governance software based on machine learning algorithms. Dathena is the most complete and accurate data governance platform and is the only solution to easily classify and manage data with this level of accuracy while helping companies to comply with regulations. Using cutting edge machine learning technology, Dathena sift through all unstructured data allowing to regain full control on company’s information.Job PurposeWe are looking for a Data Scientist that will help us discover the information hidden in vast amounts of data, and help us make smarter decisions to deliver even better products.While it is essential that the Data Scientist Intern brings efficient and effective behavior to increase the productivity of the organization, is it also critical that the intern retain the creative spark that drives Dathena’s vision and values.Your primary focus will be inapplying data mining techniques, doing statistical analysis, andbuilding high quality prediction systemsintegrated with our products byimproving and extending the featuresused by our existing classifier, bydeveloping internal testing procedures, andenhancing our system for automated fraud detection.","ResponsibilitiesSelecting features, building and optimizing classifiers using machine learning techniquesCreating automated anomaly detection systems and constant tracking of its performanceDoing ad-hoc analysis and presenting results in a clear mannerProcessing, cleansing, and verifying the integrity of data used for analysisEnhancing data collection procedures to include information that is relevant for building analytic systemsExtending company’s data with third party sources of information when neededData mining using state-of-the-art methodsSkills and QualificationsExcellent understanding of machine learning techniques and algorithms, such as K-means, k-NN, Naive Bayes, SVM, Decision Forests, etc.Good scripting and programming skills: Python, Scala, Java.Good applied statistics skills, such as distributions, statistical testing, regression, etc.Knowledge with NoSQL databases, such as Cassandra and HBaseInterest and knowledge about with data visualisation tools, such as D3.js, GGplot, etc. Good knowledge in using query languages such as SQL, Hive, Pig, etc.Knowledge with common data science toolkits, such as R, Spark, NumPy, etc. Excellence in at least one of these is highly desirableSoft SkillsFluent in EnglishPresentation SkillsCritical ThinkingInterpersonal SkillsTime managementExceptional Oral and Written Communication SkillsData-oriented personalityWorking conditionsThe Data Scientist Intern must fully embrace the team spirit of a young and innovative Start-up. They must be able to adapt to a multi-cultural environment. Travel and remote location might be required.Location: Singapore R&D Office","Java, JavaScript, Software Development, SQL, C#, XML, MySQL, C++, Linux, HTML, Agile Methodologies, jQuery, CSS, .NET, PHP, Microsoft SQL Server, Web Services, Python, C, Software Engineering",Data Scientist,b8b2f77919aa5d295671e5dca0c2e082,East,7000.0,4000.0,Fresh/entry level
117,Risk Management ...,ERNST & YOUNG ADVISORY PTE. LTD.,Full Time,"We are the only professional services organisation who has a separate business dedicated exclusively to the financial services marketplace. Join Financial Services (FSO) and you will work with multi-disciplinary teams from around the world to deliver a global perspective. Aligned to key industry groups including asset management, banking and capital markets, insurance and private equity, we provide integrated advisory, assurance, tax, and transaction services.EY Financial Services Organization (FSO) works with leading financial services clients globally. We are consistently growing our advisory practices, outpacing competition. We work as one borderless organization - 15,000 employees across 30 countries – building teams who have the skills and experience our clients need. For you, this means exciting opportunities to:Work with global financial services clients, locally and internationally, to come up with innovative solutions to complex problemsTeam up with the best people on diverse and challenging programsShare knowledge with people known for their world-class expertise and insightBe exposed to different business cultures and develop an international network of colleagues and clients that will last a lifetimeHelp shape the future of financial servicesThe opportunityThe EY Financial Services Risk Management team is continuing to grow and develop unique advisory propositions aligned to the market needs and demand. We are currently looking for exceptional consultants with strong experience in Financial Crime and Analytics to join the team and drive continued success on a global scale.The Financial Services Risk Management practice works collaboratively with our clients to enhance their ability to solve complex business problems by exploiting data. Our clients need the vision to articulate the big picture and the precision to see the smallest of details. Information and intelligence are the assets which enable this, and our FSRM practice provides innovative approaches to unlocking this information, solving many of our clients’ biggest challenges.The Financial Services Risk Management practice provides expertise and delivery in three core areas of competency which all work closely together:Next generation data managementAdvanced Analytics, Robotics and Artificial IntelligenceFinance, Risk and ComplianceYour key responsibilitiesAs a member of the Financial Crime Specialist team within the Finance, Risk and Compliance domain you will be involved in the following projects:Financial Crime technology strategyFinancial Crime risk modelsAML transaction monitoring system optimizationAML investigations support solutionsSanctions customer screening/payment filtering optimization and solutionsKYC and customer on-boarding system improvementTrader surveillance solutions implementationFraud detection system implementationWe use a variety of technologies and analytics tools depending on the needs of our clients, including Machine Learning techniques, Robotic Process Automation, Social Network Analysis and data visualization","Skills and attributes for successIn order to be successful, you will apply your knowledge and experience to support the delivery of key projects, build valuable relationships both within EY and with clients, and develop strong capabilities through both formal training and working with senior mentors and talented colleagues.We succeed when we combine high performing team members from a variety of backgrounds. We are therefore looking for individuals with industry, consulting, delivery or vendor backgrounds. We will provide the required support to transition into the team if this is your first step into consultancy.To qualify for the role you must haveThe right attitude and experience in Financial Crime AnalyticsA university degree with a minimum of a 2:1 (or equivalent)Experience in one of more of the following Financial Crime solution areas: AML Transaction Monitoring, KYC, Sanctions and PEP screening, Fraud, Risk Models and Model Validation, FIU and Investigation Support, Anti-Bribery and Corruption, Trader SurveillanceRelevant technical and delivery experience within, or working as a consultant/advisor to, a financial services organizationStrong communication, presentation and business and technical writing skillsThe ability to provide excellent client service and manage and build strong relationships both internally and externally, coupled with a strong interest in further developing and integrating operations with technology skillsExperience of one or more financial crime solution providers, for example: BAE Systems NetReveal (including Norkom), Dow Jones, FircoSoft, Fiserv, Mantas, NICE Actimize, Palantir, RDC, SAS, SWIFT, Thomson ReutersAwareness of emerging issues, including regulations, industry practices and new technologiesIdeally you would also haveExperience with data tools, for example: AbInitio, Cloudera, Hadoop (and other Big Data solutions), Informatica, MarkLogic, Qlikview, SAS, Spotfire, Tableau, TeradataExperience in data analysis and using data to solve complex business problemsExperience in several financial services sectors, for example Personal & Corporate Banking, Payments, Capital Markets, Insurance, Asset ManagementAn MSc in a technical subject or an MBA may be an advantageWhat we look forHighly motivated individuals with excellent problem-solving skills and the ability to prioritize shifting workloads in a rapidly changing industry. An effective communicator, you’ll be a confident leader equipped with strong people management skills and a genuine passion to make things happen in a dynamic organization.What working at EY offersWe offer a competitive compensation package where you’ll be rewarded based on your performance and recognized for the value you bring to our business. We also offer you:Support, coaching and feedback from some of the most engaging colleagues aroundOpportunities to develop new skills and progress your careerThe freedom and flexibility to handle your role in a way that’s right for youAbout EYAs a global leader in assurance, tax, transaction and advisory services, we’re using the finance products, expertise and systems we’ve developed to build a better working world. That starts with a culture that believes in giving you the training, opportunities and creative freedom to make things better. Whenever you join, however long you stay, the exceptional EY experience lasts a lifetime. And with a commitment to hiring and developing the most passionate people, we’ll make our ambition to be the best employer by 2020 a reality.If you can confidently demonstrate that you meet the criteria above, please contact us as soon as possible.Join us in building a better working world. Apply now.","Management, Leadership, Project Management, Strategic Planning, Strategy, Customer Service, Marketing, Sales, Change Management, Business Strategy, Training, Program Management, Business Development, Team Building, Process Improvement, Marketing Strategy, Operations Management, Microsoft Office, New Business Development, Social Media","Financial Services Risk Management Manager (Financial Crime Analytics), Advisory, Sg",1b607c623ae19b6ab7e2f68473cd7e82,Central,12000.0,6000.0,Manager
118,Consulting  ...,ERNST & YOUNG ADVISORY PTE. LTD.,Full Time,"We are the only professional services organisation who has a separate business dedicated exclusively to the financial services marketplace. Join Financial Services (FSO) and you will work with multi-disciplinary teams from around the world to deliver a global perspective. Aligned to key industry groups including asset management, banking and capital markets, insurance and private equity, we provide integrated advisory, assurance, tax, and transaction services.EY Financial Services Organization (FSO) works with leading financial services clients globally. We are consistently growing our advisory practices, outpacing competition. We work as one borderless organization - 15,000 employees across 30 countries – building teams who have the skills and experience our clients need. For you, this means exciting opportunities to:Work with global financial services clients, locally and internationally, to come up with innovative solutions to complex problemsTeam up with the best people on diverse and challenging programsShare knowledge with people known for their world-class expertise and insightBe exposed to different business cultures and develop an international network of colleagues and clients that will last a lifetimeHelp shape the future of financial services​​​​​​The opportunityThe EY Financial Services Risk Management team is continuing to grow and develop unique advisory propositions aligned to the market needs and demand. We are currently looking for exceptional consultants with strong experience in Financial Crime and Analytics to join the team and drive continued success on a global scale.The Financial Services Risk Management practice works collaboratively with our clients to enhance their ability to solve complex business problems by exploiting data. Our clients need the vision to articulate the big picture and the precision to see the smallest of details. Information and intelligence are the assets which enable this, and our FSRM practice provides innovative approaches to unlocking this information, solving many of our clients’ biggest challenges.The Financial Services Risk Management practice provides expertise and delivery in three core areas of competency which all work closely together:Next generation data managementAdvanced Analytics, Robotics and Artificial IntelligenceFinance, Risk and ComplianceYour key responsibilitiesAs a member of the Financial Crime Specialist team within the Finance, Risk and Compliance domain you will be involved in the following projects:Financial Crime technology strategyFinancial Crime risk modelsAML transaction monitoring system optimizationAML investigations support solutionsSanctions customer screening/payment filtering optimization and solutionsKYC and customer on-boarding system improvementTrader surveillance solutions implementationFraud detection system implementationWe use a variety of technologies and analytics tools depending on the needs of our clients, including Machine Learning techniques, Robotic Process Automation, Social Network Analysis and data visualization.","Skills and attributes for successIn order to be successful, you will apply your knowledge and experience to support the delivery of key projects, build valuable relationships both within EY and with clients, and develop strong capabilities through both formal training and working with senior mentors and talented colleagues.We succeed when we combine high performing team members from a variety of backgrounds. We are therefore looking for individuals with industry, consulting, delivery or vendor backgrounds. We will provide the required support to transition into the team if this is your first step into consultancy.To qualify for the role you must haveThe right attitude and experience in Financial Crime AnalyticsA university degree with a minimum of a 2:1 (or equivalent)Experience in one of more of the following Financial Crime solution areas: AML Transaction Monitoring, KYC, Sanctions and PEP screening, Fraud, Risk Models and Model Validation, FIU and Investigation Support, Anti-Bribery and Corruption, Trader SurveillanceRelevant technical and delivery experience within, or working as a consultant/advisor to, a financial services organizationStrong communication, presentation and business and technical writing skillsThe ability to provide excellent client service and manage and build strong relationships both internally and externally, coupled with a strong interest in further developing and integrating operations with technology skillsExperience of one or more financial crime solution providers, for example: BAE Systems NetReveal (including Norkom), Dow Jones, FircoSoft, Fiserv, Mantas, NICE Actimize, Palantir, RDC, SAS, SWIFT, Thomson ReutersAwareness of emerging issues, including regulations, industry practices and new technologiesIdeally you would also haveExperience with data tools, for example: AbInitio, Cloudera, Hadoop (and other Big Data solutions), Informatica, MarkLogic, Qlikview, SAS, Spotfire, Tableau, TeradataExperience in data analysis and using data to solve complex business problemsExperience in several financial services sectors, for example Personal & Corporate Banking, Payments, Capital Markets, Insurance, Asset ManagementAn MSc in a technical subject or an MBA may be an advantageWhat we look forHighly motivated individuals with excellent problem-solving skills and the ability to prioritize shifting workloads in a rapidly changing industry. An effective communicator, you’ll be a confident leader equipped with strong people management skills and a genuine passion to make things happen in a dynamic organization.What working at EY offersWe offer a competitive compensation package where you’ll be rewarded based on your performance and recognized for the value you bring to our business. We also offer you:Support, coaching and feedback from some of the most engaging colleagues aroundOpportunities to develop new skills and progress your careerThe freedom and flexibility to handle your role in a way that’s right for youAbout EYAs a global leader in assurance, tax, transaction and advisory services, we’re using the finance products, expertise and systems we’ve developed to build a better working world. That starts with a culture that believes in giving you the training, opportunities and creative freedom to make things better. Whenever you join, however long you stay, the exceptional EY experience lasts a lifetime. And with a commitment to hiring and developing the most passionate people, we’ll make our ambition to be the best employer by 2020 a reality.If you can confidently demonstrate that you meet the criteria above, please contact us as soon as possible.Join us in building a better working world. Apply now.","Strategy, Financial Modeling, Due Diligence, Financial Analysis, Management, Business Strategy, Leadership, Valuation, Mergers & Acquisitions, Private Equity, Accounting, Auditing, Strategic Planning, Project Management, Financial Reporting, Corporate Finance, Management Consulting, Investments, Business Development, Finance","Financial Services Risk Management Senior Associate (Financial Crime Analytics), Advisory, Singapore",001b68c658d7c066c7d4cbd8221d17d6,Central,8200.0,4100.0,Senior Executive
119,"Sciences ,Laboratory ,R&D",NANYANG TECHNOLOGICAL UNIVERSITY,Contract ,"Under the Air Traffic Management Research Institute (ATMRI) (http://atmri.ntu.edu.sg/), Nanyang Technological University, you will be part of a research team to study the use of Artificial Intelligence and Data Analytics in Air Traffic Management Systems.Specifically, you willDevelop and participate in experiments related to Human factors in ATM, perform data mining, doing analytics for ATM systems.You will provide domain expertise on Air Traffic Control.Undertake research and development related to Artificial Intelligence and Machine Learning applied to Air Traffic Management",Education QualificationsMaster’s Degree in Computer Sc/Mathematics/StatisticsA valid/current Air Traffic Controller (ATCo) LicenceExperienceDemonstrated professional experience of at-least 3 years in managing and controlling Air Traffic in a complex ATC environment.SkillsFamiliarity with ICAO/FAA Rules of the Air and a very good understanding of ATC procedures.A good understanding of Mathematical Modelling/Commuter Algorithm for Air Traffic ManagementSkills & CompetenciesGood English writing and communication skills (required)Independent and team player (required),"Research, Data Analysis, Matlab, Molecular Biology, Statistics, Science, LaTeX, Algorithms, Cell Culture, Biotechnology, Biochemistry, C++, Machine Learning, Lifesciences, Teaching, Project Management, Microsoft Office, PCR, Python, Programming",Research Associate,6980dbee936b41ec08b05816969b51bb,West,4000.0,3400.0,Professional ...
120,Information Technology,INFINEON TECHNOLOGIES ASIA PACIFIC PTE LTD,Contract ,"In your new role you will:Collect, analyze andinterpret qualitative & quantitative datawith statistical theories and methodsProve concepts, prototypes and implementations, mainly pertaining to thesolutions and services in Business Analyticsencompassing: Machine learning; Diagnostic Analytics; Predictive modelling; Macro/Micro econometrics analysis; Social Media Analytics; Web AnalyticsApply standard processCross Industry Standard Process for Data Mining(CRISP-DM)Create and review technical design documentationsto ensure accurate development of analytical modelsBuild text analytical modelsusing different types of sources including but not limited to internal portals and social media platformsBuild Performance Metrics & dashboard / storyboardto present information and insights gathered as part of analysis","You are best equipped for this task if you have:Bachelor / Master Degreein any IT-related discipline / Mathematics / Statistics withat least 1 yearrelevant working experience in ITHands-on working exposure indata mining and modelling techniques, statistical analysis and econometricProficient withSPSS Modelerand programming languages such asPython, R, SQLDeep understanding ofStatistical and Predictive Analytics, as well as'Text Analytics’ implementation processHighly motivated, structuredandmethodicalwith high degree of self-initiativeCustomer and result orientatedteam player, with goodintercultural communication skillsto work in international teamPlease apply via https://www.infineon.com/cms/en/careers/jobsearch/jobsearch/27658-Contract-Data-Scientist-for-Business-Analytics-BA/","Customer Service, Management, Microsoft Office, Leadership, Project Management, Training, Sales, Microsoft Excel, Public Speaking, Marketing, Strategic Planning, Social Media, Research, Team Building, PowerPoint, Program Management, Microsoft Word, Event Planning, Analysis, Process Improvement",Contract - Data Scientist for Business Analytics,7d23c4636d86e31fd5fbbc28dd4af2b7,Central,4000.0,3500.0,Fresh/entry level
121,"Sciences ,Laboratory ,R&D",NANYANG TECHNOLOGICAL UNIVERSITY,Contract ,"Under the Air Traffic Management Research Institute (ATMRI) (http://atmri.ntu.edu.sg/), Nanyang Technological University, you will be part of a research team to study the use of Artificial Intelligence and Data Analytics in Air Traffic Management Systems.Specifically, you willUndertake research and development related to Artificial Intelligence and Machine Learning applied to Air Traffic ManagementDevelop algorithms and models, perform data mining, doing analytics, and building high quality strategic planning system for future for Air Traffic Management (ATM) systems.You will provide expertise on algorithmic concepts for the broader applied analytics of ATM and inspire the adoption of advanced analytics and data science across the entire breadth of ATM system.","Education Qualifications:PhD Degree in Computer Sc. / Mathematics /Statistics from a reputable university.Research Experience:Demonstrated experience in Air Traffic Algorithm/Software design and development.Research PublicationPublication track record in peer-reviewed and reputed journals and conferences related to Machine Learning/Air Traffic ManagementProgramming Experience:Demonstrated expertise in MATLAB, C++, Python Programming LanguagesUnderstanding of Machine Learning techniques/Deep Learning algorithmsOther Skills and CompetenciesGood English writing and communication skillsIndependent and team player","Research, Science, Matlab, LaTeX, Algorithms, Statistics, Machine Learning, Teaching, Data Analysis, Molecular Biology, Computer Science, Mathematical Modeling, Simulations, Qualitative Research, Biochemistry, C++, Data Mining, Programming, Artificial Intelligence, Lifesciences",Research Fellow,049d85bb4bf17d639b42e99609d8e2a8,West,5200.0,4000.0,Professional ...
122,"Sciences ,Laboratory ,R&D",NATIONAL UNIVERSITY OF SINGAPORE,Contract,"We are looking for postdoctoral Research Fellows for the Grab-NUS AI Lab anchored at the Institute of Data Science at National University of Singapore.Grab (http://www.grab.com/sg/) is Southeast Asia’s leading on-demand transportation platform. The Grab-NUS AI Lab aims to solve transportation challenges with intelligent insights and innovative services enabled by rigorous research in AI and data science.The lab will focus on five key areas: passengers, drivers, traffic, locations, and big data AI platform. We will develop big data-driven machine-learning algorithms to predict and meet the needs of both the passengers and drivers, as well as to model and understand the city’s traffic and its locations better. The lab will also develop a state-of-the-art real-time visual and analytics AI platform to deploy the algorithms on big data.The successful candidate(s) will conduct advance research on AI and data science in one the five focus areas mentioned above, led by distinguished professors from NUS’ Computing Department together with experienced Research Fellows from Grab.","- PhD in Computer Science or related field, with specialization related to data mining, machine learning, or databases;- Publications in top-tier conferences in Data Mining, Machine Learning, Databases and other relevant areas;- Prior research experience in transportation data analytics would be a plus;- Proficiency in large-scale programming systems for big data and AI;- Good oral and written skills in English;- Experienced in working in a team, with people of diverse skillsets, including industry end-users;- Passionate in working with developers and users to get solutions into use.The appointment will be for two years. Selected candidates will be offered with attractive/competitive salaries and benefits.If interested, please send your resume and a cover letter to seekiong@nus.edu.sg.","Research, Science, Matlab, LaTeX, Algorithms, Statistics, Machine Learning, Teaching, Data Analysis, Molecular Biology, Computer Science, Mathematical Modeling, Simulations, Qualitative Research, Biochemistry, C++, Data Mining, Programming, Artificial Intelligence, Lifesciences",Research Fellow,bc2fc0b05b8a16e4dce319c31713a326,South,95000.0,48000.0,Non-executive
123,Engineering ...,NANYANG TECHNOLOGICAL UNIVERSITY,Contract ,"We are looking for a talented and creative chemical or computer engineer to support the J-Park Simulator (JPS) Project. The JPS project aims at a comprehensive virtualisation of industrial operations, i.e. a hierarchical representation of data and models associated with every entity in an industrial park, in order to exploit synergies for resource, energy, and emissions savings. The overall goal is, using ideas from the Semantic Web, Internet of Things, Industry 4.0, machine learning, artificial intelligence, and statistics, to create an integrated simulation platform and expert system capable of providing quantitative decision support.Responsibilities1.) Develop our main software tool (JPS). This will involve keeping abreast of the latest web technologies, making key design decisions, and ensuring their realisation2.) Participate in research discussions with local industries and partners, overseas universities, and writing reports3.) Build a data model of industrial entities and infrastructure of a large industrial park which makes use of a geographical information system (GIS)4.) Develop mathematical systems / models for the chemical industry and utilities companies5.) Perform data integration using advanced statistics6.) Create semantic representations of data, models and algorithms7.) Designing and developing executable programs and browser based applications8.) Visualize data in a modern media lab9.) Write conference / journal papers and reports","1.) A good Bachelors / PhD degree in a relevant discipline such as Chemical Engineering, ideally involving chemical process modelling or computational chemistry.2.) Excellent knowledge of chemical process modelling tools such as AspenPlus, HYSYS, or gPROMS, object-oriented programming languages (Java), scripting languages (Python), and IDEs (NetBeans, Eclipse)3.) Demonstrable experience in software engineering/web development using C++/Java, as well as JavaScript/PHP, etc.4.) Some understanding of thermodynamics and reaction kinetics, process flow diagrams, electronic structure theory, relational and non-relational database management systems, semantic web and ontologies (an advantage).5.) Mathematical and statistical skills, with experience in algorithm and methods development (an advantage).6.) The ability to publish conference/journal papers7.) Willingness to learn and work in a multidisciplinary team8.) Excellent oral and written communication skills in English9.) The ability to work as part of a dynamic, multidisciplinary team of researchers","Research, Matlab, Algorithms, LaTeX, Machine Learning, Computer Science, Teaching, Data Analysis, C++, Programming, Science, Java, Statistics, Python, Artificial Intelligence, Project Management, Microsoft Office, Software Engineering, C, Data Mining",Project Officer,d56b27199a4c0785a4d743ee73b2ab89,West,4500.0,3000.0,Professional ...
124,Engineering,AVNET ASIA PTE LTD,Permanent,"Work with marketing teams building the next-generation intelligent HW platforms. As an architect, you’ll work with SW/applications team on driving future requirements on machine learning/computer vision applications, prototype them in C++/Python, write architecture spec and work with HW & FPGA design teams for implementation","CS/EE/Data Scientist specializing in Machine Learning, Deep Learning or computer vision systemsExpertise and experience in machine learning algorithms, such as convolutional neural network, LSTM (Long Short-Term Memory) neural network, classification/detection and their applicationsFamiliarity in computer vision algorithms such as object detection, tracking and recognition, 3D computer vision — SfM/SLAMUnderstanding the system implications of aforementioned algorithms in terms of performance and powerKnowledge/experience in HW architecture is a big plusDemonstrated programming skills in C++/C and PythonKnowledge in image processing, camera pipeline is a plusStrong communication skills and ability to work across various groupsGood to have FPGA understanding","Engineering, Manufacturing, Product Development, Matlab, Project Management, AutoCAD, CAD, Solidworks, Testing, Mechanical Engineering, Simulations, Electronics, Product Design, Engineering Management, Microsoft Office, Semiconductors, Embedded Systems, ASIC, Design for Manufacturing, Verilog",Design Engineer,b1fccb8d07c49fca716e09ec7fd44ba2,North,5800.0,5000.0,Professional
125,Information Technology,TELEPATHY LABS PTE. LTD.,Permanent,"We're thinking big and are ready to disrupt the current enterprise landscape integrating AI with Business. And if you have the appetite for it, you will fit right in. We've assembled an amazing team of experienced engineers in a variety of disciplines: traditional application design, web application development, machine learning, natural language processing, distributed and high-performance computing.We are looking for experienced C++ application developers for cloud aware applications  who are self starters and are proactive about solving complex problems.Ideal candidates would:have built and supported latency sensitive systems in production;design infrastructure that is fast and scalable;build cloud aware components with an eye towards scalability and fault tolerance;contribute and conform to our company’s design principals and coding standards;take pride and ownership in your work as demonstrated through careful implementation, clean source code, thoughtful documentation and proper unit tests;","Minimum of 8 years software development experience on the server side;Minimum of 5 years of experience on C++ as a primary language using STL and Boost. Additional experience on Golang and Rust is also nice to have;Have close familiarity with Linux systems.Good understanding of data structures and algorithms and order of complexity;Ability to write well-abstracted, reusable code components;Experience in continuous integration and continuous deployment;Experience in Agile Scrum development;Experience in product development environment;Experience in using open sources;Experience in using Github, Confluence and Jira;Competitive pay and equity participation available to all employees.","Software Development, C#, C++, Software Engineering, Agile Methodologies, .NET, Distributed Systems, Java, JavaScript, Algorithms, Software Design, Object Oriented Design, SQL, Web Services, XML, Cloud Computing, Microsoft SQL Server, Python, Visual Studio, C",Senior C++ Development Engineer,594f766fd76a3d9672cbdd9dd8285076,Central,9000.0,6000.0,Professional
126,Information Technology,TELEPATHY LABS PTE. LTD.,Full Time,"We're thinking big and are ready to disrupt the current enterprise landscape integrating AI with Business. And if you have the appetite for it, you will fit right in. We've assembled an amazing team of experienced engineers in a variety of disciplines: traditional application design, web application development, machine learning, natural language processing, distributed and high-performance computing. We are looking for exceptional Frontend engineers to help design and build the beautiful and responsive application development tool portal, mobile and/or web applications, including:Doing innovative design work and turn design into functioning and responsive user interfaces;Contributing and conforming to our company’s design principals and coding standards;Taking pride and ownership in your work as demonstrated through careful implementation, clean source code, thoughtful documentation and proper unit tests;Staying current with emerging front-end and interactive technologies and modern development practices, including continuously developing new skills as needs arise.We hire smart people, the more intelligent the better, and you need to be able to check your ego at the door. We're a family.","Minimum of 3 years software development experience with at least 2 years in mobile or web development;Demonstrable competence in modern front end architectures React & Redux, React-Native, Javascript, CSS, HTML and Node.js skills;Experience implementing solutions with APIs, RESTful web services & JSON;Ability to operate in a start-up environment that is culture driven;Pluses include:Experience and passionate about usability, user experience, and interactive design;Have an eye for detail and curious and proactive in finding solutions to problems;Experience in continuous integration and continuous deployment;Experience in Agile Scrum development;Experience in product development environment;Experience in using open sources;Experience in using Github, Confluence and Jira;Experience in code review;Experience in test development.","Java, JavaScript, Software Development, SQL, C#, XML, MySQL, C++, Linux, HTML, Agile Methodologies, jQuery, CSS, .NET, PHP, Microsoft SQL Server, Web Services, Python, C, Software Engineering",UI Developer - React,e75a288b1e541a60913d998ba078c6d7,Central,8000.0,5000.0,Executive
127,Information Technology,TELEPATHY LABS PTE. LTD.,Full Time,"We're thinking big and are ready to disrupt the current enterprise landscape integrating AI with Business. And if you have the appetite for it, you will fit right in. We've assembled an amazing team of experienced engineers in a variety of disciplines: traditional application design, web application development, machine learning, natural language processing, distributed and high-performance computing. Our Singapore location is responsible for delivering the cloud-native operational platform which includes such critical services as orchestration, identity management, content management, configuration management, session management, data collection and performance monitoring. We are looking for experienced Java Developers to help build and scale these microservices, including:Working with Platform Software Architects to build microservices, APIs, background jobs and related tools;Assisting with client implementations by building custom business-logic with web service access;Contributing and conforming to our company’s design principals and coding standards;Taking pride and ownership in your work as demonstrated through careful implementation, clean source code, thoughtful documentation and proper unit tests;Staying current with modern development practices, including continuously developing new skills as needs arise.We hire smart people, the more intelligent the better, and you need to be able to check your ego at the door. We're a family.","Minimum of 8 years software development experience with at least 5 years in Java based development of commercial web-based products;Demonstrable competence in Java, Spring Boot, Spring Cloud, Maven (or similar build environment);Ability to operate in a start-up environment that is culture driven;Pluses include:Experience with at least one container orchestration framework (Docker Swarm, Kubernetes, Mesos, etc.);Experience with technologies such as Event Sourcing, Couchbase, Elastic Search, Redis, MongoDB, ActiveMQ, RabbitMQ or Kafka;Big Data system engineering experience;Experience in continuous integration and continuous deployment;Experience in Agile Scrum development;Experience in product development engineering environment;Experience in using open sources;Experience in using Github, Confluence and Jira;Experience in using Linux and AWS;Experience in code review;Experience in test development.We offer competitive pay and equity participation to all employees.","Java, Hibernate, Spring, Java Enterprise Edition, Tomcat, Web Services, XML, JSP, Maven, JUnit, JavaScript, Eclipse, SQL, Ant, Agile Methodologies, Servlets, JDBC, JBoss Application Server, EJB, MySQL",Senior Java Developer,004dc34371285b01b76911c9797ab569,Central,9000.0,6000.0,Professional ...
